herdId;nSheep;farmSize;import
3641;32;large;no_import
3642;6;small;no_import
3643;17;small;no_import
3644;2;small;no_import
3645;6;small;no_import
3646;7;small;no_import
3647;6;small;no_import
3648;14;small;no_import
3649;4;small;no_import
3650;11;small;no_import
3651;18;small;no_import
3652;14;small;import
3653;2;small;import
3654;2;small;no_import
3655;4;small;no_import
3656;3;small;no_import
3657;4;small;no_import
3658;2;small;no_import
3659;9;small;no_import
3660;6;small;no_import
3661;2;small;no_import
3662;14;small;no_import
3663;4;small;no_import
3664;3;small;no_import
3665;15;small;no_import
3666;10;small;no_import
3667;16;small;no_import
3668;4;small;import
3669;2;small;no_import
3670;3;small;no_import
3671;9;small;no_import
3672;1;small;no_import
3673;9;small;no_import
3674;4;small;no_import
3675;18;small;no_import
3676;2;small;no_import
3677;8;small;no_import
3678;29;small;import
3679;51;large;import
3680;6;small;no_import
3681;2;small;no_import
3682;13;small;no_import
3683;8;small;no_import
3684;5;small;no_import
3685;2;small;no_import
3686;3;small;no_import
3687;42;large;no_import
3688;28;small;import
3689;16;small;no_import
3690;2;small;import
3691;12;small;import
3692;25;small;no_import
3693;21;small;no_import
3694;4;small;no_import
3695;22;small;no_import
3696;41;large;import
3697;16;small;no_import
3698;2;small;no_import
3699;2;small;import
3700;7;small;no_import
3701;5;small;no_import
3702;57;large;no_import
3703;10;small;no_import
3704;21;small;no_import
3705;3;small;no_import
3706;5;small;no_import
3707;6;small;no_import
3708;5;small;no_import
3709;3;small;no_import
3710;38;large;no_import
3711;43;large;no_import
3712;24;small;no_import
3713;27;small;no_import
3714;27;small;no_import
3715;36;large;no_import
3716;8;small;no_import
3717;12;small;no_import
3718;4;small;no_import
3719;4;small;no_import
3720;35;large;no_import
3721;2;small;no_import
3722;15;small;no_import
3723;13;small;no_import
3724;3;small;no_import
3725;11;small;no_import
3726;1;small;no_import
3727;2;small;no_import
3728;25;small;no_import
3729;26;small;no_import
3730;10;small;no_import
3731;2;small;no_import
3732;2;small;no_import
3733;58;large;no_import
3734;5;small;no_import
3735;3;small;no_import
3736;2;small;no_import
3737;6;small;no_import
3738;1;small;no_import
3739;10;small;no_import
3740;40;large;no_import
3741;10;small;no_import
3742;67;large;no_import
3743;4;small;import
3744;11;small;no_import
3745;2;small;no_import
3746;2;small;no_import
3747;12;small;no_import
3748;9;small;import
3749;1;small;import
3750;8;small;no_import
3751;16;small;no_import
3752;25;small;no_import
3753;1;small;no_import
3754;12;small;no_import
3755;11;small;no_import
3756;28;small;no_import
3757;19;small;no_import
3758;4;small;no_import
3759;54;large;import
3760;8;small;no_import
3761;8;small;import
3762;32;large;no_import
3763;6;small;no_import
3764;21;small;no_import
3765;2;small;no_import
3766;5;small;no_import
3767;11;small;no_import
3768;3;small;no_import
3769;3;small;import
3770;11;small;no_import
3771;17;small;no_import
3772;11;small;no_import
3773;31;large;no_import
3774;3;small;no_import
3775;19;small;no_import
3776;18;small;no_import
3777;3;small;import
3778;3;small;no_import
3779;15;small;no_import
3780;11;small;no_import
3781;45;large;import
3782;3;small;no_import
3783;25;small;no_import
3784;8;small;no_import
3785;10;small;no_import
3786;11;small;no_import
3787;5;small;no_import
3788;3;small;import
3789;7;small;no_import
3790;15;small;no_import
3791;36;large;import
3792;1;small;no_import
3793;8;small;no_import
3794;3;small;no_import
3795;11;small;no_import
3796;2;small;no_import
3797;2;small;no_import
3798;11;small;import
3799;49;large;no_import
3800;4;small;no_import
3801;6;small;no_import
3802;14;small;no_import
3803;32;large;no_import
3804;46;large;no_import
3805;1;small;import
3806;9;small;no_import
3807;14;small;no_import
3808;2;small;no_import
3809;7;small;no_import
3810;20;small;no_import
3811;18;small;no_import
3812;20;small;no_import
3813;4;small;no_import
3814;9;small;no_import
3815;17;small;no_import
3816;27;small;import
3817;1;small;no_import
3818;1;small;no_import
3819;3;small;no_import
3820;2;small;no_import
3821;18;small;no_import
3822;5;small;no_import
3823;3;small;no_import
3824;8;small;no_import
3825;2;small;no_import
3826;6;small;no_import
3827;22;small;no_import
3828;49;large;no_import
3829;1;small;no_import
3830;14;small;import
3831;2;small;no_import
3832;11;small;no_import
3833;7;small;no_import
3834;7;small;no_import
3835;1;small;no_import
3836;2;small;no_import
3837;12;small;no_import
3838;17;small;no_import
3839;2;small;no_import
3840;2;small;no_import
3841;21;small;no_import
3842;21;small;no_import
3843;17;small;no_import
3844;7;small;no_import
3845;6;small;no_import
3846;5;small;no_import
3847;9;small;no_import
3848;7;small;no_import
3849;4;small;no_import
3850;46;large;no_import
3851;2;small;no_import
3852;6;small;no_import
3853;3;small;no_import
3854;4;small;no_import
3855;23;small;no_import
3856;25;small;no_import
3857;38;large;no_import
3858;9;small;no_import
3859;4;small;no_import
3860;31;large;import
3861;35;large;no_import
3862;25;small;no_import
3863;25;small;no_import
3864;112;large;no_import
3865;6;small;no_import
3866;33;large;no_import
3867;6;small;no_import
3868;4;small;no_import
3869;14;small;no_import
3870;3;small;no_import
3871;5;small;no_import
3872;7;small;no_import
3873;18;small;import
3874;8;small;no_import
3875;3;small;no_import
3876;20;small;import
3877;18;small;no_import
3878;5;small;no_import
3879;13;small;no_import
3880;3;small;no_import
3881;43;large;no_import
3882;2;small;no_import
3883;3;small;no_import
3884;138;large;no_import
3885;19;small;no_import
3886;6;small;no_import
3887;12;small;no_import
3888;57;large;no_import
3889;3;small;no_import
3890;4;small;no_import
3891;1;small;no_import
3892;4;small;no_import
3893;3;small;no_import
3894;23;small;no_import
3895;5;small;import
3896;15;small;no_import
3897;11;small;no_import
3898;2;small;no_import
3899;32;large;no_import
3900;11;small;no_import
3901;6;small;no_import
3902;3;small;import
3903;9;small;import
3904;103;large;no_import
3905;9;small;no_import
3906;13;small;import
3907;19;small;no_import
3908;3;small;no_import
3909;12;small;no_import
3910;17;small;no_import
3911;2;small;no_import
3912;1;small;no_import
3913;3;small;no_import
3914;20;small;no_import
3915;28;small;import
3916;24;small;no_import
3917;33;large;no_import
3918;30;small;no_import
3919;7;small;no_import
3920;6;small;no_import
3921;11;small;no_import
3922;2;small;no_import
3923;2;small;no_import
3924;18;small;no_import
3925;16;small;no_import
3926;2;small;import
3927;24;small;no_import
3928;17;small;no_import
3929;16;small;no_import
3930;52;large;no_import
3931;23;small;no_import
3932;11;small;no_import
3933;2;small;no_import
3934;3;small;no_import
3935;11;small;no_import
3936;30;small;no_import
3937;47;large;no_import
3938;3;small;no_import
3939;10;small;no_import
3940;3;small;no_import
3941;45;large;no_import
3942;4;small;no_import
3943;16;small;no_import
3944;32;large;no_import
3945;48;large;no_import
3946;3;small;no_import
3947;18;small;import
3948;9;small;no_import
3949;6;small;no_import
3950;5;small;no_import
3951;2;small;no_import
3952;31;large;import
3953;26;small;no_import
3954;6;small;no_import
3955;12;small;no_import
3956;3;small;no_import
3957;8;small;no_import
3958;10;small;no_import
3959;6;small;no_import
3960;23;small;no_import
3961;5;small;no_import
3962;14;small;no_import
3963;4;small;no_import
3964;29;small;import
3965;20;small;no_import
3966;36;large;no_import
3967;15;small;no_import
3968;3;small;no_import
3969;8;small;no_import
3970;42;large;no_import
3971;5;small;no_import
3972;87;large;no_import
3973;13;small;no_import
3974;4;small;no_import
3975;6;small;no_import
3976;1;small;no_import
3977;8;small;no_import
3978;8;small;import
3979;2;small;no_import
3980;6;small;no_import
3981;12;small;import
3982;10;small;no_import
3983;12;small;no_import
3984;4;small;no_import
3985;6;small;no_import
3986;12;small;no_import
3987;51;large;import
3988;14;small;no_import
3989;8;small;no_import
3990;16;small;no_import
3991;4;small;no_import
3992;5;small;no_import
3993;2;small;no_import
3994;1;small;no_import
3995;11;small;no_import
3996;18;small;no_import
3997;93;large;no_import
3998;63;large;no_import
3999;8;small;no_import
4000;11;small;no_import
4001;6;small;no_import
4002;24;small;no_import
4003;27;small;no_import
4004;21;small;no_import
4005;28;small;no_import
4006;2;small;no_import
4007;1;small;no_import
4008;7;small;no_import
4009;17;small;no_import
4010;24;small;no_import
4011;7;small;no_import
4012;4;small;no_import
4013;9;small;no_import
4014;3;small;no_import
4015;4;small;no_import
4016;5;small;no_import
4017;4;small;no_import
4018;2;small;no_import
4019;3;small;no_import
4020;8;small;no_import
4021;14;small;no_import
4022;6;small;no_import
4023;5;small;no_import
4024;7;small;no_import
4025;5;small;no_import
4026;44;large;no_import
4027;11;small;no_import
4028;31;large;no_import
4029;24;small;no_import
4030;2;small;no_import
4031;11;small;no_import
4032;4;small;no_import
4033;1;small;no_import
4034;6;small;no_import
4035;1;small;no_import
4036;7;small;no_import
4037;2;small;no_import
4038;24;small;no_import
4039;2;small;no_import
4040;13;small;no_import
4041;5;small;no_import
4042;1;small;import
4043;26;small;no_import
4044;31;large;no_import
4045;83;large;no_import
4046;8;small;no_import
4047;12;small;no_import
4048;15;small;no_import
4049;2;small;no_import
4050;14;small;no_import
4051;4;small;no_import
4052;13;small;no_import
4053;18;small;no_import
4054;22;small;no_import
4055;3;small;no_import
4056;2;small;no_import
4057;11;small;no_import
4058;5;small;no_import
4059;7;small;no_import
4060;2;small;no_import
4061;8;small;no_import
4062;2;small;import
4063;1;small;no_import
4064;25;small;no_import
4065;2;small;no_import
4066;17;small;no_import
4067;1;small;import
4068;6;small;no_import
4069;4;small;no_import
4070;1;small;no_import
4071;10;small;no_import
4072;2;small;no_import
4073;5;small;no_import
4074;18;small;no_import
4075;6;small;import
4076;3;small;import
4077;4;small;import
4078;6;small;import
4079;11;small;no_import
4080;7;small;no_import
4081;3;small;no_import
4082;3;small;no_import
4083;1;small;no_import
4084;69;large;no_import
4085;2;small;no_import
4086;4;small;no_import
4087;9;small;import
4088;66;large;no_import
4089;9;small;no_import
4090;20;small;no_import
4091;8;small;no_import
4092;6;small;no_import
4093;4;small;no_import
4094;7;small;no_import
4095;9;small;import
4096;18;small;no_import
4097;23;small;no_import
4098;16;small;no_import
4099;6;small;no_import
4100;5;small;no_import
4101;5;small;no_import
4102;1;small;no_import
4103;21;small;no_import
4104;12;small;import
4105;7;small;no_import
4106;28;small;no_import
4107;4;small;import
4108;15;small;no_import
4109;1;small;no_import
4110;13;small;no_import
4111;7;small;import
4112;14;small;no_import
4113;46;large;no_import
4114;9;small;no_import
4115;19;small;no_import
4116;15;small;no_import
4117;3;small;import
4118;5;small;no_import
4119;12;small;no_import
4120;3;small;no_import
4121;4;small;no_import
4122;2;small;no_import
4123;19;small;no_import
4124;7;small;no_import
4125;22;small;no_import
4126;3;small;no_import
4127;8;small;no_import
4128;9;small;no_import
4129;7;small;import
4130;19;small;import
4131;87;large;no_import
4132;25;small;no_import
4133;2;small;no_import
4134;11;small;no_import
4135;2;small;no_import
4136;18;small;no_import
4137;2;small;no_import
4138;1;small;import
4139;11;small;no_import
4140;12;small;no_import
4141;3;small;no_import
4142;130;large;no_import
4143;10;small;no_import
4144;15;small;no_import
4145;12;small;no_import
4146;3;small;no_import
4147;5;small;no_import
4148;56;large;no_import
4149;154;large;no_import
4150;30;small;no_import
4151;23;small;no_import
4152;17;small;no_import
4153;34;large;no_import
4154;15;small;no_import
4155;17;small;no_import
4156;48;large;no_import
4157;2;small;no_import
4158;3;small;no_import
4159;26;small;no_import
4160;57;large;no_import
4161;11;small;no_import
4162;4;small;no_import
4163;15;small;no_import
4164;4;small;no_import
4165;4;small;no_import
4166;19;small;no_import
4167;14;small;import
4168;8;small;no_import
4169;48;large;import
4170;5;small;no_import
4171;2;small;no_import
4172;25;small;no_import
4173;32;large;no_import
4174;7;small;no_import
4175;1;small;no_import
4176;21;small;no_import
4177;2;small;no_import
4178;16;small;import
4179;5;small;no_import
4180;2;small;no_import
4181;4;small;no_import
4182;4;small;no_import
4183;1;small;import
4184;24;small;no_import
4185;7;small;no_import
4186;18;small;no_import
4187;2;small;no_import
4188;8;small;no_import
4189;11;small;no_import
4190;42;large;no_import
4191;4;small;no_import
4192;5;small;no_import
4193;41;large;no_import
4194;26;small;no_import
4195;3;small;no_import
4196;48;large;import
4197;18;small;no_import
4198;2;small;no_import
4199;4;small;no_import
4200;6;small;no_import
4201;14;small;import
4202;4;small;no_import
4203;9;small;no_import
4204;52;large;no_import
4205;15;small;no_import
4206;8;small;no_import
4207;8;small;no_import
4208;5;small;no_import
4209;92;large;no_import
